source,cytokine,tf,assay,species,function,interaction,year
12215452,TNFSF14,ETS1,Functional assay,H,A,TNFSF14_ETS1,2002
12646185,CSF2,ETS2,Functional assay,H,A,CSF2_ETS2,2003
12438253,CXCL8,ETS2,Functional assay,H,A,CXCL8_ETS2,2002
10212281,IL5,ETS2,Functional assay,H,A,IL5_ETS2,1999
10913190,TNF,ETS2,ChIP,H,,TNF_ETS2,2000
10913190,TNF,ETS2,Functional assay,H,A,TNF_ETS2,2000
12215452,TNFSF14,ETS2,Binding assay,H,,TNFSF14_ETS2,2002
12471621,CXCL8,ETV4,Binding assay,H,,CXCL8_ETV4,2003
28109288,IL24,EZH2,ChIP,H,,IL24_EZH2,2017
28109288,IL24,EZH2,Functional assay,H,R,IL24_EZH2,2017
24567534,TNF,EZH2,ChIP,H,,TNF_EZH2,2014
28507181,CXCL6,FLI1,ChIP,H,,CXCL6_FLI1,2017
28507181,CXCL6,FLI1,Functional assay,H,R,CXCL6_FLI1,2017
16364464,CCL15,FOS,Binding assay,H,,CCL15_FOS,2005
16364464,CCL15,FOS,ChIP,H,,CCL15_FOS,2005
16364464,CCL15,FOS,Functional assay,H,A,CCL15_FOS,2005
15117956,CCL5,FOS,Binding assay,H,,CCL5_FOS,2004
15117956,CCL5,FOS,Functional assay,H,A,CCL5_FOS,2004
9862439,CSF2,FOS,Binding assay,H,,CSF2_FOS,1998
9190901,CSF2,FOS,Binding assay,H,,CSF2_FOS,1997
11509589,CSF2,FOS,Functional assay,H,A,CSF2_FOS,2001
9190901,CSF2,FOS,Functional assay,H,A,CSF2_FOS,1997
8999951,CXCL8,FOS,Binding assay,H,,CXCL8_FOS,1997
12748173,CXCL8,FOS,Binding assay,H,,CXCL8_FOS,2003
15057743,CXCL8,FOS,Binding assay,H,,CXCL8_FOS,2004
10969814,CXCL8,FOS,Binding assay,H,,CXCL8_FOS,2000
15005855,CXCL8,FOS,Binding assay,H,,CXCL8_FOS,2004
11973337,CXCL8,FOS,Binding assay,H,,CXCL8_FOS,2002
24048734,CXCL8,FOS,ChIP,H,,CXCL8_FOS,2014
25567680,CXCL8,FOS,ChIP,H,,CXCL8_FOS,2015
17586662,CXCL8,FOS,ChIP,H,,CXCL8_FOS,2007
16818736,CXCL8,FOS,ChIP,H,,CXCL8_FOS,2006
19173296,CXCL8,FOS,ChIP,H,,CXCL8_FOS,2009
25567680,CXCL8,FOS,Functional assay,H,A,CXCL8_FOS,2015
17586662,CXCL8,FOS,Functional assay,H,A,CXCL8_FOS,2007
22095787,CXCL8,FOS,Functional assay,H,A,CXCL8_FOS,2012
19173296,CXCL8,FOS,Functional assay,H,A,CXCL8_FOS,2009
15057743,CXCL8,FOS,Functional assay,H,A,CXCL8_FOS,2004
11973337,CXCL8,FOS,Functional assay,H,A,CXCL8_FOS,2002
8756632,IFNG,FOS,Binding assay,H,,IFNG_FOS,1996
7759501,IFNG,FOS,Binding assay,H,,IFNG_FOS,1995
25567680,IL10,FOS,ChIP,H,,IL10_FOS,2015
17237407,IL10,FOS,ChIP,H,,IL10_FOS,2007
17237407,IL10,FOS,Functional assay,H,A,IL10_FOS,2007
14688340,IL12B,FOS,Binding assay,H,,IL12B_FOS,2004
15270850,IL12B,FOS,Binding assay,H,,IL12B_FOS,2004
25567680,IL12B,FOS,ChIP,H,,IL12B_FOS,2015
14688340,IL12B,FOS,Functional assay,H,A,IL12B_FOS,2004
25567680,IL12B,FOS,Functional assay,H,A,IL12B_FOS,2015
8688489,IL1A,FOS,Binding assay,H,,IL1A_FOS,1996
11933077,IL1RN,FOS,Binding assay,H,,IL1RN_FOS,2002
11933077,IL1RN,FOS,Functional assay,H,A,IL1RN_FOS,2002
9233628,IL2,FOS,Binding assay,H,,IL2_FOS,1997
7739550,IL2,FOS,Binding assay,H,,IL2_FOS,1995
8468462,IL2,FOS,Binding assay,H,,IL2_FOS,1993
8660843,IL2,FOS,Binding assay,H,,IL2_FOS,1996
7565732,IL2,FOS,Binding assay,H,,IL2_FOS,1995
8473495,IL2,FOS,Binding assay,H,,IL2_FOS,1993
9590239,IL2,FOS,Binding assay,H,,IL2_FOS,1998
1737937,IL2,FOS,Functional assay,H,A,IL2_FOS,1992
8454603,IL3,FOS,Binding assay,H,,IL3_FOS,1993
9133600,IL4,FOS,Binding assay,H,,IL4_FOS,1997
10772943,IL4,FOS,Binding assay,H,,IL4_FOS,2000
7665092,IL4,FOS,Binding assay,H,,IL4_FOS,1995
12452838,IL5,FOS,Binding assay,H,,IL5_FOS,2002
12452838,IL5,FOS,ChIP,H,,IL5_FOS,2002
17845581,IL5,FOS,Functional assay,H,A,IL5_FOS,2007
12452838,IL5,FOS,Functional assay,H,A,IL5_FOS,2002
11028561,IL6,FOS,Binding assay,H,,IL6_FOS,2000
18502099,IL6,FOS,ChIP,H,,IL6_FOS,2008
25567680,IL6,FOS,ChIP,H,,IL6_FOS,2015
10542237,IL6,FOS,Functional assay,H,A,IL6_FOS,1999
25567680,IL6,FOS,Functional assay,H,A,IL6_FOS,2015
16637060,TGFB1,FOS,Binding assay,H,,TGFB1_FOS,2006
21344377,TGFB1,FOS,Binding assay,H,,TGFB1_FOS,2012
12794825,TGFB1,FOS,Binding assay,H,,TGFB1_FOS,2003
16896927,TGFB1,FOS,Binding assay,H,,TGFB1_FOS,2006
16637060,TGFB1,FOS,ChIP,H,,TGFB1_FOS,2006
21344377,TGFB1,FOS,ChIP,H,,TGFB1_FOS,2012
23437118,TGFB1,FOS,ChIP,H,,TGFB1_FOS,2013
16637060,TGFB1,FOS,Functional assay,H,A,TGFB1_FOS,2006
21344377,TGFB1,FOS,Functional assay,H,A,TGFB1_FOS,2012
10837498,TNF,FOS,Binding assay,H,,TNF_FOS,2000
25567680,TNF,FOS,ChIP,H,,TNF_FOS,2015
25567680,TNF,FOS,Functional assay,H,A,TNF_FOS,2015
15117956,CCL5,FOSB,Binding assay,H,,CCL5_FOSB,2004
15117956,CCL5,FOSB,Functional assay,H,A,CCL5_FOSB,2004
20826776,CXCL8,FOSB,Functional assay,H,A,CXCL8_FOSB,2010
10843986,TGFB1,FOSB,Binding assay,H,,TGFB1_FOSB,2000
9488674,IL11,FOSL1,Binding assay,H,,IL11_FOSL1,1998
11028561,IL6,FOSL1,Binding assay,H,,IL6_FOSL1,2000
9488674,IL11,FOSL2,Binding assay,H,,IL11_FOSL2,1998
10491186,IL5,FOSL2,Binding assay,H,,IL5_FOSL2,1999
10843986,TGFB1,FOSL2,Binding assay,H,,TGFB1_FOSL2,2000
28270510,IL6,FOXA1,ChIP,H,,IL6_FOXA1,2017
28270510,IL6,FOXA1,Functional assay,H,R,IL6_FOXA1,2017
25918228,CCL20,FOXO1,ChIP,H,,CCL20_FOXO1,2015
22240809,CCL20,FOXO1,Functional assay,H,A,CCL20_FOXO1,2012
25918228,CCL20,FOXO1,Functional assay,H,A,CCL20_FOXO1,2015
22240809,IL1B,FOXO1,Functional assay,H,A,IL1B_FOXO1,2012
25918228,TGFB1,FOXO1,ChIP,H,,TGFB1_FOXO1,2015
25918228,TGFB1,FOXO1,Functional assay,H,A,TGFB1_FOXO1,2015
23630076,TNFSF10,FOXO1,ChIP,H,,TNFSF10_FOXO1,2013
23630076,TNFSF10,FOXO1,Functional assay,H,A,TNFSF10_FOXO1,2013
24315995,IL10,FOXP3,ChIP,H,,IL10_FOXP3,2013
24315995,IL10,FOXP3,Functional assay,H,A,IL10_FOXP3,2013
18434325,IL17A,FOXP3,Functional assay,H,R,IL17A_FOXP3,2008
18368049,IL17A,FOXP3,Functional assay,H,R,IL17A_FOXP3,2008
18849990,IL17A,FOXP3,Functional assay,H,R,IL17A_FOXP3,2008
11483607,IL2,FOXP3,Binding assay,H,,IL2_FOXP3,2001
23954131,IL2,FOXP3,Binding assay,H,,IL2_FOXP3,2013
23954131,IL2,FOXP3,ChIP,H,,IL2_FOXP3,2013
23954131,IL2,FOXP3,Functional assay,H,R,IL2_FOXP3,2013
23244505,IL22,FOXP3,ChIP,H,,IL22_FOXP3,2012
23244505,IL22,FOXP3,Functional assay,H,R,IL22_FOXP3,2012
24315995,IL6,FOXP3,ChIP,H,,IL6_FOXP3,2013
24315995,IL6,FOXP3,Functional assay,H,A,IL6_FOXP3,2013
9990060,IL16,GABPA,Binding assay,H,,IL16_GABPA,1999
9990060,IL16,GABPA,Functional assay,H,A,IL16_GABPA,1999
9990060,IL16,GABPB1,Binding assay,H,,IL16_GABPB1,1999
9990060,IL16,GABPB1,Functional assay,H,A,IL16_GABPB1,1999
22110660,IL1A,GATA1,ChIP,H,,IL1A_GATA1,2011
22110660,IL1A,GATA1,Functional assay,H,A,IL1A_GATA1,2011
7791790,IL5,GATA2,Binding assay,H,,IL5_GATA2,1995
7791790,IL5,GATA2,Functional assay,H,A,IL5_GATA2,1995
22120723,CXCL1,GATA3,Functional assay,H,R,CXCL1_GATA3,2012
26227022,CXCL4,GATA3,ChIP,H,,CXCL4_GATA3,2015
23232398,IFNG,GATA3,ChIP,H,,IFNG_GATA3,2012
11893731,IL13,GATA3,Binding assay,H,,IL13_GATA3,2002
22226971,IL13,GATA3,ChIP,H,,IL13_GATA3,2012
26227022,IL13,GATA3,ChIP,H,,IL13_GATA3,2015
23796028,IL13,GATA3,ChIP,H,,IL13_GATA3,2013
22039304,IL13,GATA3,ChIP,H,,IL13_GATA3,2011
21989417,IL13,GATA3,ChIP,H,,IL13_GATA3,2012
23232398,IL13,GATA3,ChIP,H,,IL13_GATA3,2012
17277157,IL13,GATA3,Functional assay,H,A,IL13_GATA3,2007
22039304,IL13,GATA3,Functional assay,H,A,IL13_GATA3,2011
11893731,IL13,GATA3,Functional assay,H,A,IL13_GATA3,2002
18028994,IL13,GATA3,Functional assay,H,A,IL13_GATA3,2008
16266280,IL4,GATA3,Binding assay,H,,IL4_GATA3,2005
22226971,IL4,GATA3,ChIP,H,,IL4_GATA3,2012
17277157,IL4,GATA3,ChIP,H,,IL4_GATA3,2007
22039304,IL4,GATA3,ChIP,H,,IL4_GATA3,2011
21989417,IL4,GATA3,ChIP,H,,IL4_GATA3,2012
23232398,IL4,GATA3,ChIP,H,,IL4_GATA3,2012
17277157,IL4,GATA3,Functional assay,H,A,IL4_GATA3,2007
18167455,IL4,GATA3,Functional assay,H,A,IL4_GATA3,2007
22039304,IL4,GATA3,Functional assay,H,A,IL4_GATA3,2011
7791790,IL5,GATA3,Binding assay,H,,IL5_GATA3,1995
11579103,IL5,GATA3,Binding assay,H,,IL5_GATA3,2001
11544451,IL5,GATA3,Binding assay,H,,IL5_GATA3,2001
20522714,IL5,GATA3,ChIP,H,,IL5_GATA3,2010
17845581,IL5,GATA3,ChIP,H,,IL5_GATA3,2007
17277157,IL5,GATA3,ChIP,H,,IL5_GATA3,2007
23232398,IL5,GATA3,ChIP,H,,IL5_GATA3,2012
19348920,IL5,GATA3,Functional assay,H,A,IL5_GATA3,2009
10212281,IL5,GATA3,Functional assay,H,A,IL5_GATA3,1999
20522714,IL5,GATA3,Functional assay,H,A,IL5_GATA3,2010
17845581,IL5,GATA3,Functional assay,H,A,IL5_GATA3,2007
7791790,IL5,GATA3,Functional assay,H,A,IL5_GATA3,1995
11579103,IL5,GATA3,Functional assay,H,A,IL5_GATA3,2001
18028994,IL5,GATA3,Functional assay,H,A,IL5_GATA3,2008
7791790,IL5,GATA4,Binding assay,H,,IL5_GATA4,1995
9209438,IL5,GATA4,Binding assay,H,,IL5_GATA4,1997
7791790,IL5,GATA4,Functional assay,H,A,IL5_GATA4,1995
9209438,IL5,GATA4,Functional assay,H,A,IL5_GATA4,1997
10690529,IL6,GBX2,Binding assay,H,,IL6_GBX2,2000
10690529,IL6,GBX2,Functional assay,H,A,IL6_GBX2,2000
27271610,CCL2,HIF1A,ChIP,H,,CCL2_HIF1A,2016
27271610,CCL2,HIF1A,Functional assay,H,A,CCL2_HIF1A,2016
25323032,CXCL6,HIF1A,ChIP,H,,CXCL6_HIF1A,2014
25323032,CXCL6,HIF1A,Functional assay,H,R,CXCL6_HIF1A,2014
17082639,CXCL8,HIF1A,Binding assay,H,,CXCL8_HIF1A,2006
17082639,CXCL8,HIF1A,ChIP,H,,CXCL8_HIF1A,2006
21925595,CXCL8,HIF1A,Functional assay,H,R,CXCL8_HIF1A,2011
17082639,CXCL8,HIF1A,Functional assay,H,A,CXCL8_HIF1A,2006
18339685,KITLG,HIF1A,ChIP,H,,KITLG_HIF1A,2008
18339685,KITLG,HIF1A,Functional assay,H,A,KITLG_HIF1A,2008
16896927,TGFB1,HIF1A,Binding assay,H,,TGFB1_HIF1A,2006
16611863,TGFB3,HIF1A,Functional assay,H,A,TGFB3_HIF1A,2006
28383556,TNFSF13B,HIF1A,ChIP,H,,TNFSF13B_HIF1A,2017
28383556,TNFSF13B,HIF1A,Functional assay,H,A,TNFSF13B_HIF1A,2017
21839858,IFNG,HMBOX1,Functional assay,H,R,IFNG_HMBOX1,2011
8934574,CSF2,HMGA1,Binding assay,H,,CSF2_HMGA1,1996
8934574,CSF2,HMGA1,Functional assay,H,A,CSF2_HMGA1,1996
7479086,CXCL1,HMGA1,Binding assay,H,,CXCL1_HMGA1,1995
7479086,CXCL1,HMGA1,Functional assay,H,A,CXCL1_HMGA1,1995
8934574,IFNB1,HMGA1,Binding assay,H,,IFNB1_HMGA1,1996
8374955,IFNB1,HMGA1,Functional assay,H,A,IFNB1_HMGA1,1993
16256199,IL10,HMGA1,Binding assay,H,,IL10_HMGA1,2006
8934574,IL2,HMGA1,Binding assay,H,,IL2_HMGA1,1996
8934574,IL2,HMGA1,Functional assay,H,A,IL2_HMGA1,1996
26964871,IL11,HMGA2,ChIP,H,,IL11_HMGA2,2016
26964871,IL11,HMGA2,Functional assay,H,A,IL11_HMGA2,2016
18173740,IL1B,HMGB1,Binding assay,H,,IL1B_HMGB1,2008
18173740,IL1B,HMGB1,Functional assay,H,A,IL1B_HMGB1,2008
18218727,TNF,HMGB1,ChIP,H,,TNF_HMGB1,2008
18218727,TNF,HMGB1,Functional assay,H,A,TNF_HMGB1,2008
18218727,TNF,HMGB2,ChIP,H,,TNF_HMGB2,2008
18218727,TNF,HMGB2,Functional assay,H,A,TNF_HMGB2,2008
21266308,CXCL1,HSF1,ChIP,H,,CXCL1_HSF1,2011
21266308,CXCL2,HSF1,ChIP,H,,CXCL2_HSF1,2011
21266308,CXCL5,HSF1,ChIP,H,,CXCL5_HSF1,2011
21266308,CXCL8,HSF1,ChIP,H,,CXCL8_HSF1,2011
22467534,IL1B,HSF1,Binding assay,H,,IL1B_HSF1,2012
10328874,IL1B,HSF1,Functional assay,H,R,IL1B_HSF1,1999
11893605,IL6,HSF1,Binding assay,H,,IL6_HSF1,2002
15731115,TNFSF11,HSF2,Binding assay,H,,TNFSF11_HSF2,2005
17891780,TNFSF11,HSF2,Functional assay,H,A,TNFSF11_HSF2,2008
15731115,TNFSF11,HSF2,Functional assay,H,A,TNFSF11_HSF2,2005
19556344,TNFSF11,HSF2,Functional assay,H,A,TNFSF11_HSF2,2009
20676092,IL2,IKZF3,ChIP,H,,IL2_IKZF3,2010
20676092,IL2,IKZF3,Functional assay,H,R,IL2_IKZF3,2010
17182562,CCL19,IRF1,Binding assay,H,,CCL19_IRF1,2007
17182562,CCL19,IRF1,Functional assay,H,A,CCL19_IRF1,2007
21760952,CCL2,IRF1,ChIP,H,,CCL2_IRF1,2011
11413310,CCL5,IRF1,Binding assay,H,,CCL5_IRF1,2001
12388374,CCL5,IRF1,Binding assay,H,,CCL5_IRF1,2002
11413310,CCL5,IRF1,Functional assay,H,A,CCL5_IRF1,2001
19342664,CXCL10,IRF1,Binding assay,H,,CXCL10_IRF1,2009
17167270,CXCL10,IRF1,Binding assay,H,,CXCL10_IRF1,2007
16253303,CXCL10,IRF1,Binding assay,H,,CXCL10_IRF1,2006
27551049,CXCL10,IRF1,ChIP,H,,CXCL10_IRF1,2016
17167270,CXCL10,IRF1,Functional assay,H,A,CXCL10_IRF1,2007
27551049,CXCL10,IRF1,Functional assay,H,A,CXCL10_IRF1,2016
17202361,CXCL11,IRF1,ChIP,H,,CXCL11_IRF1,2007
15057743,CXCL8,IRF1,Binding assay,H,,CXCL8_IRF1,2004
18723827,CXCL8,IRF1,Binding assay,H,,CXCL8_IRF1,2008
12077266,IFNA1,IRF1,Binding assay,H,,IFNA1_IRF1,2002
11473119,IFNA1,IRF1,ChIP,H,,IFNA1_IRF1,2001
17785777,IFNA1,IRF1,Functional assay,H,A,IFNA1_IRF1,2007
12077266,IFNA13,IRF1,Binding assay,H,,IFNA13_IRF1,2002
15699120,IFNA14,IRF1,Binding assay,H,,IFNA14_IRF1,2005
11473119,IFNA2,IRF1,ChIP,H,,IFNA2_IRF1,2001
17785777,IFNA4,IRF1,Functional assay,H,A,IFNA4_IRF1,2007
9786932,IFNA4,IRF1,Functional assay,H,A,IFNA4_IRF1,1998
9786932,IFNA6,IRF1,Functional assay,H,A,IFNA6_IRF1,1998
12077266,IFNB1,IRF1,Binding assay,H,,IFNB1_IRF1,2002
8021262,IFNB1,IRF1,Binding assay,H,,IFNB1_IRF1,1994
10848607,IFNB1,IRF1,Binding assay,H,,IFNB1_IRF1,2000
22547704,IFNB1,IRF1,ChIP,H,,IFNB1_IRF1,2012
15494505,IFNB1,IRF1,ChIP,H,,IFNB1_IRF1,2004
17785777,IFNB1,IRF1,Functional assay,H,A,IFNB1_IRF1,2007
8021262,IFNB1,IRF1,Functional assay,H,A,IFNB1_IRF1,1994
8035474,IFNB1,IRF1,Functional assay,H,A,IFNB1_IRF1,1994
10848607,IFNB1,IRF1,Functional assay,H,A,IFNB1_IRF1,2000
11303025,IFNB1,IRF1,Functional assay,H,A,IFNB1_IRF1,2001
17785777,IFNL1,IRF1,Binding assay,H,,IFNL1_IRF1,2007
17785777,IFNL1,IRF1,Functional assay,H,A,IFNL1_IRF1,2007
23405030,IFNL1,IRF1,Functional assay,H,A,IFNL1_IRF1,2013
17785777,IFNL3,IRF1,Binding assay,H,,IFNL3_IRF1,2007
17785777,IFNL3,IRF1,Functional assay,H,A,IFNL3_IRF1,2007
12817009,IL10,IRF1,Binding assay,H,,IL10_IRF1,2003
12817009,IL10,IRF1,Functional assay,H,A,IL10_IRF1,2003
15489234,IL12A,IRF1,Binding assay,H,,IL12A_IRF1,2004
22904313,IL12A,IRF1,ChIP,H,,IL12A_IRF1,2012
15489234,IL12A,IRF1,ChIP,H,,IL12A_IRF1,2004
19164128,IL12A,IRF1,ChIP,H,,IL12A_IRF1,2009
15489234,IL12A,IRF1,Functional assay,H,A,IL12A_IRF1,2004
16219795,IL12A,IRF1,Functional assay,H,A,IL12A_IRF1,2006
10861061,IL12B,IRF1,Binding assay,H,,IL12B_IRF1,2000
24012417,IL12B,IRF1,ChIP,H,,IL12B_IRF1,2013
10861061,IL12B,IRF1,Functional assay,H,A,IL12B_IRF1,2000
26206900,IL1B,IRF1,ChIP,H,,IL1B_IRF1,2015
17684041,IL27,IRF1,Binding assay,H,,IL27_IRF1,2007
17985330,IL27,IRF1,Binding assay,H,,IL27_IRF1,2007
17985330,IL27,IRF1,Functional assay,H,A,IL27_IRF1,2007
12479817,IL4,IRF1,Binding assay,H,,IL4_IRF1,2002
12479817,IL4,IRF1,ChIP,H,,IL4_IRF1,2002
12479817,IL4,IRF1,Functional assay,H,R,IL4_IRF1,2002
7499267,IL6,IRF1,Binding assay,H,,IL6_IRF1,1995
26206900,IL6,IRF1,ChIP,H,,IL6_IRF1,2015
24012417,IL6,IRF1,ChIP,H,,IL6_IRF1,2013
15226432,IL7,IRF1,Binding assay,H,,IL7_IRF1,2004
15226432,IL7,IRF1,ChIP,H,,IL7_IRF1,2004
15226432,IL7,IRF1,Functional assay,H,A,IL7_IRF1,2004
26206900,TNF,IRF1,ChIP,H,,TNF_IRF1,2015
24012417,TNF,IRF1,ChIP,H,,TNF_IRF1,2013
15241475,TNFSF10,IRF1,Binding assay,H,,TNFSF10_IRF1,2004
15241475,TNFSF10,IRF1,ChIP,H,,TNFSF10_IRF1,2004
17617740,TNFSF10,IRF1,ChIP,H,,TNFSF10_IRF1,2007
21858676,TNFSF10,IRF1,Functional assay,H,A,TNFSF10_IRF1,2011
15241475,TNFSF10,IRF1,Functional assay,H,A,TNFSF10_IRF1,2004
17617740,TNFSF10,IRF1,Functional assay,H,A,TNFSF10_IRF1,2007
23271704,TNFSF13B,IRF1,ChIP,H,,TNFSF13B_IRF1,2013
23271704,TNFSF13B,IRF1,Functional assay,H,A,TNFSF13B_IRF1,2013
26590315,TNFSF13B,IRF1,Functional assay,H,A,TNFSF13B_IRF1,2015
11413310,CCL5,IRF2,Binding assay,H,,CCL5_IRF2,2001
17167270,CXCL10,IRF2,Binding assay,H,,CXCL10_IRF2,2007
17167270,CXCL10,IRF2,Functional assay,H,A,CXCL10_IRF2,2007
17202361,CXCL11,IRF2,ChIP,H,,CXCL11_IRF2,2007
9268360,IFNA11,IRF2,Binding assay,H,,IFNA11_IRF2,1997
9268360,IFNA4,IRF2,Binding assay,H,,IFNA4_IRF2,1997
8021262,IFNB1,IRF2,Binding assay,H,,IFNB1_IRF2,1994
15494505,IFNB1,IRF2,ChIP,H,,IFNB1_IRF2,2004
8021262,IFNB1,IRF2,Functional assay,H,R,IFNB1_IRF2,1994
8035474,IFNB1,IRF2,Functional assay,H,R,IFNB1_IRF2,1994
12817009,IL10,IRF2,Binding assay,H,,IL10_IRF2,2003
7930616,IL4,IRF2,Binding assay,H,,IL4_IRF2,1994
12479817,IL4,IRF2,Binding assay,H,,IL4_IRF2,2002
12479817,IL4,IRF2,ChIP,H,,IL4_IRF2,2002
12479817,IL4,IRF2,Functional assay,H,R,IL4_IRF2,2002
7499267,IL6,IRF2,Binding assay,H,,IL6_IRF2,1995
15226432,IL7,IRF2,Binding assay,H,,IL7_IRF2,2004
15226432,IL7,IRF2,ChIP,H,,IL7_IRF2,2004
15226432,IL7,IRF2,Functional assay,H,A,IL7_IRF2,2004
15241475,TNFSF10,IRF2,Binding assay,H,,TNFSF10_IRF2,2004
15241475,TNFSF10,IRF2,ChIP,H,,TNFSF10_IRF2,2004
26590315,TNFSF13B,IRF2,Functional assay,H,A,TNFSF13B_IRF2,2015
17182562,CCL19,IRF3,Binding assay,H,,CCL19_IRF3,2007
17182562,CCL19,IRF3,Functional assay,H,A,CCL19_IRF3,2007
20483755,CCL2,IRF3,Functional assay,H,A,CCL2_IRF3,2010
20483755,CCL3,IRF3,Functional assay,H,A,CCL3_IRF3,2010
11413310,CCL5,IRF3,Binding assay,H,,CCL5_IRF3,2001
17652396,CCL5,IRF3,Binding assay,H,,CCL5_IRF3,2007
12388374,CCL5,IRF3,Binding assay,H,,CCL5_IRF3,2002
10938111,CCL5,IRF3,Binding assay,H,,CCL5_IRF3,2000
9891032,CCL5,IRF3,Binding assay,H,,CCL5_IRF3,1999
11413310,CCL5,IRF3,Functional assay,H,A,CCL5_IRF3,2001
20483755,CCL5,IRF3,Functional assay,H,A,CCL5_IRF3,2010
10938111,CCL5,IRF3,Functional assay,H,A,CCL5_IRF3,2000
9891032,CCL5,IRF3,Functional assay,H,A,CCL5_IRF3,1999
16253303,CXCL10,IRF3,Binding assay,H,,CXCL10_IRF3,2006
24257594,CXCL10,IRF3,ChIP,H,,CXCL10_IRF3,2014
24257594,CXCL10,IRF3,Functional assay,H,A,CXCL10_IRF3,2014
19541850,CXCL10,IRF3,Functional assay,H,A,CXCL10_IRF3,2009
20483755,CXCL10,IRF3,Functional assay,H,A,CXCL10_IRF3,2010
23405030,CXCL10,IRF3,Functional assay,H,A,CXCL10_IRF3,2013
20483755,CXCL8,IRF3,Functional assay,H,A,CXCL8_IRF3,2010
10692430,IFNA1,IRF3,Binding assay,H,,IFNA1_IRF3,2000
11303025,IFNA1,IRF3,Binding assay,H,,IFNA1_IRF3,2001
10938111,IFNA1,IRF3,Binding assay,H,,IFNA1_IRF3,2000
11473119,IFNA1,IRF3,ChIP,H,,IFNA1_IRF3,2001
19349300,IFNA1,IRF3,ChIP,H,,IFNA1_IRF3,2009
11303025,IFNA1,IRF3,ChIP,H,,IFNA1_IRF3,2001
17785777,IFNA1,IRF3,Functional assay,H,A,IFNA1_IRF3,2007
10692430,IFNA1,IRF3,Functional assay,H,A,IFNA1_IRF3,2000
11473119,IFNA1,IRF3,Functional assay,H,A,IFNA1_IRF3,2001
19349300,IFNA1,IRF3,Functional assay,H,A,IFNA1_IRF3,2009
11303025,IFNA1,IRF3,Functional assay,H,A,IFNA1_IRF3,2001
10938111,IFNA1,IRF3,Functional assay,H,A,IFNA1_IRF3,2000
12242290,IFNA11,IRF3,Functional assay,H,A,IFNA11_IRF3,2002
19349300,IFNA14,IRF3,ChIP,H,,IFNA14_IRF3,2009
11303025,IFNA14,IRF3,ChIP,H,,IFNA14_IRF3,2001
10692430,IFNA2,IRF3,Binding assay,H,,IFNA2_IRF3,2000
11473119,IFNA2,IRF3,ChIP,H,,IFNA2_IRF3,2001
19349300,IFNA2,IRF3,ChIP,H,,IFNA2_IRF3,2009
11473119,IFNA2,IRF3,Functional assay,H,A,IFNA2_IRF3,2001
19349300,IFNA2,IRF3,Functional assay,H,A,IFNA2_IRF3,2009
10938111,IFNA2,IRF3,Functional assay,H,A,IFNA2_IRF3,2000
10692430,IFNA4,IRF3,Binding assay,H,,IFNA4_IRF3,2000
17785777,IFNA4,IRF3,Functional assay,H,A,IFNA4_IRF3,2007
9786932,IFNA4,IRF3,Functional assay,H,A,IFNA4_IRF3,1998
12242290,IFNA5,IRF3,Functional assay,H,A,IFNA5_IRF3,2002
19349300,IFNA5,IRF3,Functional assay,H,A,IFNA5_IRF3,2009
19349300,IFNA7,IRF3,ChIP,H,,IFNA7_IRF3,2009
20048166,IFNB1,IRF3,Binding assay,H,,IFNB1_IRF3,2010
10692430,IFNB1,IRF3,Binding assay,H,,IFNB1_IRF3,2000
10848607,IFNB1,IRF3,Binding assay,H,,IFNB1_IRF3,2000
21281747,IFNB1,IRF3,Binding assay,H,,IFNB1_IRF3,2011
21228327,IFNB1,IRF3,Binding assay,H,,IFNB1_IRF3,2011
17652396,IFNB1,IRF3,Binding assay,H,,IFNB1_IRF3,2007
20581830,IFNB1,IRF3,Binding assay,H,,IFNB1_IRF3,2010
15699120,IFNB1,IRF3,Binding assay,H,,IFNB1_IRF3,2005
10938111,IFNB1,IRF3,Binding assay,H,,IFNB1_IRF3,2000
25531393,IFNB1,IRF3,ChIP,H,,IFNB1_IRF3,2016
10848607,IFNB1,IRF3,ChIP,H,,IFNB1_IRF3,2000
21281747,IFNB1,IRF3,ChIP,H,,IFNB1_IRF3,2011
21228327,IFNB1,IRF3,ChIP,H,,IFNB1_IRF3,2011
27481269,IFNB1,IRF3,ChIP,H,,IFNB1_IRF3,2016
19349300,IFNB1,IRF3,ChIP,H,,IFNB1_IRF3,2009
20581830,IFNB1,IRF3,ChIP,H,,IFNB1_IRF3,2010
24257594,IFNB1,IRF3,Functional assay,H,A,IFNB1_IRF3,2014
23096996,IFNB1,IRF3,Functional assay,H,A,IFNB1_IRF3,2013
22065573,IFNB1,IRF3,Functional assay,H,A,IFNB1_IRF3,2011
20048166,IFNB1,IRF3,Functional assay,H,A,IFNB1_IRF3,2010
19541850,IFNB1,IRF3,Functional assay,H,A,IFNB1_IRF3,2009
17785777,IFNB1,IRF3,Functional assay,H,A,IFNB1_IRF3,2007
20483755,IFNB1,IRF3,Functional assay,H,A,IFNB1_IRF3,2010
10692430,IFNB1,IRF3,Functional assay,H,A,IFNB1_IRF3,2000
10848607,IFNB1,IRF3,Functional assay,H,A,IFNB1_IRF3,2000
21281747,IFNB1,IRF3,Functional assay,H,A,IFNB1_IRF3,2011
